variable,description,province_code,province_name_cn,year,value,unit,source_file,source_sheet,source_range
matP[ore],Iron ore material price used in MATC,ha,河南,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,ha,河南,2060,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2037,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2038,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2039,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2040,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2041,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2042,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2043,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2044,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2045,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2046,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2047,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2048,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2049,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2050,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2051,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2052,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hb,湖北,2060,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2037,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2038,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2039,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2040,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2041,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2042,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2043,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2044,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2045,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2046,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2047,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2048,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2049,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2050,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2051,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2052,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,hn,湖南,2060,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2037,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2038,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2039,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2040,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2041,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2042,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2043,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2044,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2045,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2046,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2047,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2048,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2049,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2050,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2051,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2052,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gd,广东,2060,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2021,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2022,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2023,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2024,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2025,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2026,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2027,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2028,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2029,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2030,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2031,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2032,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2033,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2034,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2035,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2036,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2037,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2038,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2039,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2040,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2041,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2042,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2043,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2044,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2045,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2046,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2047,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2048,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2049,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2050,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2051,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2052,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2053,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2054,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2055,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2056,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2057,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2058,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
matP[ore],Iron ore material price used in MATC,gx,广西,2059,800,RMB/t,input-MR-demand.xlsx,Mat_Price,Mat_Price!A38:AP98 (ore rows A69:AP98)
